ticker,stock_name,isin_code,market_type
263720.KQ,디앤씨미디어,KR7263720005,KOSDAQ
376300.KQ,디어유,KR7376300000,KOSDAQ
241520.KQ,DSC인베스트먼트,KR7241520006,KOSDAQ
109740.KQ,디에스케이,KR7109740001,KOSDAQ
031860.KQ,디에이치엑스컴퍼니,KR7031860000,KOSDAQ
000300.KS,DH오토넥스,KR7000300004,KOSPI
290120.KQ,DH오토리드,KR7290120005,KOSDAQ
025440.KQ,DH오토웨어,KR7025440009,KOSDAQ
196490.KQ,디에이테크놀로지,KR7196490007,KOSDAQ
066900.KQ,디에이피,KR7066900002,KOSDAQ
180400.KQ,DXVX,KR7180400004,KOSDAQ
092070.KQ,디엔에프,KR7092070002,KOSDAQ
007340.KS,DN오토모티브,KR7007340003,KOSPI
068790.KQ,DMS,KR7068790005,KOSDAQ
039840.KQ,디오,KR7039840004,KOSDAQ
024900.KS,디와이덕양,KR7024900003,KOSPI
219550.KQ,디와이디,KR7219550001,KOSDAQ
013570.KS,디와이,KR7013570007,KOSPI
310870.KQ,디와이씨,KR7310870001,KOSDAQ
210540.KS,디와이파워,KR7210540001,KOSPI
092780.KS,DYP,KR7092780006,KOSPI
104460.KQ,디와이피엔에프,KR7104460001,KOSDAQ
079810.KQ,디이엔티,KR7079810008,KOSDAQ
113810.KQ,디젠스,KR7113810006,KOSDAQ
043360.KQ,디지아이,KR7043360007,KOSDAQ
099520.KQ,DGI,KR7099520009,KOSDAQ
197140.KQ,디지캡,KR7197140007,KOSDAQ
068930.KQ,디지털대성,KR7068930007,KOSDAQ
033130.KQ,디지틀조선,KR7033130006,KOSDAQ
060900.KQ,DGP,KR7060900008,KOSDAQ
105740.KQ,디케이락,KR7105740005,KOSDAQ
263020.KQ,디케이앤디,KR7263020000,KOSDAQ
015590.KS,DKME,KR7015590003,KOSPI
290550.KQ,디케이티,KR7290550003,KOSDAQ
066670.KQ,디티씨,KR7066670001,KOSDAQ
187220.KQ,디티앤씨,KR7187220009,KOSDAQ
383930.KQ,디티앤씨알오,KR7383930005,KOSDAQ
131180.KQ,딜리,KR7131180002,KOSDAQ
315640.KQ,딥노이드,KR7315640003,KOSDAQ
223310.KQ,딥마인드,KR7223310004,KOSDAQ
317120.KQ,라닉스,KR7317120004,KOSDAQ
462510.KQ,라메디텍,KR7462510009,KOSDAQ
042510.KQ,라온시큐어,KR7042510008,KOSDAQ
232680.KQ,라온테크,KR7232680009,KOSDAQ
418420.KQ,라온텍,KR7418420006,KOSDAQ
300120.KQ,라온피플,KR7300120003,KOSDAQ
171120.KQ,라이온켐텍,KR7171120009,KOSDAQ
388790.KQ,라이콤,KR7388790008,KOSDAQ
214260.KQ,라파스,KR7214260002,KOSDAQ
171010.KQ,램테크놀러지,KR7171010002,KOSDAQ
084650.KQ,랩지노믹스,KR7084650001,KOSDAQ
217500.KQ,러셀,KR7217500008,KOSDAQ
038390.KQ,레드캡투어,KR7038390001,KOSDAQ
294140.KQ,레몬,KR7294140009,KOSDAQ
443250.KQ,레뷰코퍼레이션,KR7443250006,KOSDAQ
228670.KQ,레이,KR7228670006,KOSDAQ
228850.KQ,레이언스,KR7228850004,KOSDAQ
412350.KQ,레이저쎌,KR7412350001,KOSDAQ
199550.KQ,레이저옵텍,KR7199550005,KOSDAQ
281740.KQ,레이크머티리얼즈,KR7281740001,KOSDAQ
277810.KQ,레인보우로보틱스,KR7277810008,KOSDAQ
215100.KQ,로보로보,KR7215100009,KOSDAQ
090360.KQ,로보스타,KR7090360009,KOSDAQ
108490.KQ,로보티즈,KR7108490004,KOSDAQ
900260.KQ,로스웰,HK0000295359,KOSDAQ
067730.KQ,로지시스,KR7067730002,KOSDAQ
071280.KQ,로체시스템즈,KR7071280002,KOSDAQ
376900.KQ,로킷헬스케어,KR7376900007,KOSDAQ
032350.KS,롯데관광개발,KR7032350001,KOSPI
089860.KS,롯데렌탈,KR7089860001,KOSPI
330590.KS,롯데리츠,KR7330590001,KOSPI
000400.KS,롯데손해보험,KR7000400002,KOSPI
023530.KS,롯데쇼핑,KR7023530009,KOSPI
020150.KS,롯데에너지머티리얼즈,KR7020150009,KOSPI
280360.KS,롯데웰푸드,KR7280360009,KOSPI
286940.KS,롯데이노베이트,KR7286940002,KOSPI
004000.KS,롯데정밀화학,KR7004000006,KOSPI
004990.KS,롯데지주,KR7004990008,KOSPI
005305.KS,롯데칠성우,KR7005301007,KOSPI
005300.KS,롯데칠성,KR7005300009,KOSPI
011170.KS,롯데케미칼,KR7011170008,KOSPI
071840.KS,롯데하이마트,KR7071840003,KOSPI
328130.KQ,루닛,KR7328130000,KOSDAQ
038060.KQ,루멘스,KR7038060000,KOSDAQ
474170.KQ,루미르,KR7474170008,KOSDAQ
016100.KQ,리더스코스메틱,KR7016100000,KOSDAQ
012700.KQ,리드코프,KR7012700001,KOSDAQ
302550.KQ,리메드,KR7302550009,KOSDAQ
073570.KQ,리튬포어스,KR7073570004,KOSDAQ
377450.KQ,리파인,KR7377450002,KOSDAQ
277070.KQ,린드먼아시아,KR7277070009,KOSDAQ
042500.KQ,링네트,KR7042500009,KOSDAQ
193250.KQ,링크드,KR7193250008,KOSDAQ
474650.KQ,링크솔루션,KR7474650009,KOSDAQ
219420.KQ,링크제니시스,KR7219420007,KOSDAQ
439090.KQ,마녀공장,KR7439090002,KOSDAQ
027740.KS,마니커,KR7027740000,KOSPI
195500.KQ,마니커에프앤지,KR7195500004,KOSDAQ
357430.KS,마스턴프리미어리츠,KR7357430008,KOSPI
377480.KQ,마음AI,KR7377480009,KOSDAQ
305090.KQ,마이크로디지탈,KR7305090003,KOSDAQ
424980.KQ,마이크로투나노,KR7424980001,KOSDAQ
169330.KQ,엠브레인,KR7169330008,KOSDAQ
038290.KQ,마크로젠,KR7038290003,KOSDAQ
001080.KS,만호제강,KR7001080001,KOSPI
267980.KQ,매일유업,KR7267980001,KOSDAQ
005990.KQ,매일홀딩스,KR7005990007,KOSDAQ
093520.KQ,매커스,KR7093520005,KOSDAQ
088980.KS,맥쿼리인프라,KR7088980008,KOSPI
100590.KQ,머큐리,KR7100590009,KOSDAQ
067280.KQ,멀티캠퍼스,KR7067280008,KOSDAQ
072870.KQ,메가스터디,KR7072870009,KOSDAQ
133750.KQ,메가엠디,KR7133750000,KOSDAQ
446540.KQ,메가터치,KR7446540007,KOSDAQ
235980.KQ,메드팩토,KR7235980000,KOSDAQ
041920.KQ,메디아나,KR7041920000,KOSDAQ
014100.KQ,메디앙스,KR7014100002,KOSDAQ
054180.KQ,메디콕스,KR7054180005,KOSDAQ
086900.KQ,메디톡스,KR7086900008,KOSDAQ
078160.KQ,메디포스트,KR7078160009,KOSDAQ
138040.KS,메리츠금융지주,KR7138040001,KOSPI
408920.KQ,메쎄이상,KR7408920007,KOSDAQ
021880.KQ,메이슨캐피탈,KR7021880000,KOSDAQ
140410.KQ,메지온,KR7140410002,KOSDAQ
241770.KQ,메카로,KR7241770007,KOSDAQ
090370.KS,메타랩스,KR7090370008,KOSPI
059210.KQ,메타바이오메드,KR7059210005,KOSDAQ
118000.KS,메타케어,KR7118000009,KOSPI
058110.KQ,멕아이씨에스,KR7058110008,KOSDAQ
017180.KS,명문제약,KR7017180001,KOSPI
009900.KS,명신산업,KR7009900002,KOSPI
012690.KS,모나리자,KR7012690004,KOSPI
005360.KS,모나미,KR7005360003,KOSPI
070960.KS,모나용평,KR7070960000,KOSPI
434480.KQ,모니터랩,KR7434480000,KOSDAQ
080420.KQ,모다이노칩,KR7080420003,KOSDAQ
417970.KQ,모델솔루션,KR7417970001,KOSDAQ
080160.KQ,모두투어,KR7080160005,KOSDAQ
087260.KQ,모바일어플라이언스,KR7087260006,KOSDAQ
101330.KQ,모베이스,KR7101330009,KOSDAQ
012860.KQ,모베이스전자,KR7012860003,KOSDAQ
363260.KQ,모비데이즈,KR7363260001,KOSDAQ
348030.KQ,모비릭스,KR7348030008,KOSDAQ
250060.KQ,모비스,KR7250060001,KOSDAQ
288980.KQ,모아데이타,KR7288980006,KOSDAQ
142760.KQ,모아라이프플러스,KR7142760008,KOSDAQ
033200.KQ,모아텍,KR7033200007,KOSDAQ
333050.KQ,모코엠시스,KR7333050003,KOSDAQ
009680.KS,모토닉,KR7009680000,KOSPI
118990.KQ,모트렉스,KR7118990001,KOSDAQ
463480.KQ,모티브링크,KR7463480004,KOSDAQ
006920.KQ,모헨즈,KR7006920003,KOSDAQ
001810.KQ,무림SP,KR7001810001,KOSDAQ
009200.KS,무림페이퍼,KR7009200007,KOSPI
009580.KS,무림P&P,KR7009580002,KOSPI
033920.KS,무학,KR7033920000,KOSPI
008420.KS,문배철강,KR7008420002,KOSPI
279600.KQ,미디어젠,KR7279600001,KOSDAQ
095500.KQ,미래나노텍,KR7095500005,KOSDAQ
254490.KQ,미래반도체,KR7254490006,KOSDAQ
025560.KS,미래산업,KR7025560004,KOSPI
218150.KQ,미래생명자원,KR7218150001,KOSDAQ
007120.KS,미래아이앤지,KR7007120009,KOSPI
396690.KS,미래에셋글로벌리츠,KR7396690000,KOSPI
442900.KQ,미래에셋드림스팩1호,KR7442900007,KOSDAQ
357250.KS,미래에셋맵스리츠,KR7357250000,KOSPI
094800.KS,맵스리얼티1,KR7094800000,KOSPI
100790.KQ,미래에셋벤처투자,KR7100790005,KOSDAQ
446190.KQ,미래에셋비전스팩2호,KR7446190001,KOSDAQ
448830.KQ,미래에셋비전스팩3호,KR7448830000,KOSDAQ
477380.KQ,미래에셋비전스팩4호,KR7477380000,KOSDAQ
477470.KQ,미래에셋비전스팩5호,KR7477470009,KOSDAQ
478440.KQ,미래에셋비전스팩6호,KR7478440001,KOSDAQ
482680.KQ,미래에셋비전스팩7호,KR7482680006,KOSDAQ
085620.KS,미래에셋생명,KR7085620003,KOSPI
006805.KS,미래에셋증권우,KR7006801005,KOSPI
006800.KS,미래에셋증권,KR7006800007,KOSPI
049950.KQ,미래컴퍼니,KR7049950009,KOSDAQ
207760.KQ,미스터블루,KR7207760000,KOSDAQ
081660.KS,미스토홀딩스,KR7081660003,KOSPI
002840.KS,미원상사,KR7002840007,KOSPI
268280.KS,미원에스씨,KR7268280005,KOSPI
107590.KS,미원홀딩스,KR7107590002,KOSPI
134380.KS,미원화학,KR7134380005,KOSPI
003650.KS,미창석유,KR7003650009,KOSPI
059090.KQ,미코,KR7059090001,KOSDAQ
201490.KQ,미투온,KR7201490000,KOSDAQ
475460.KQ,미트박스,KR7475460002,KOSDAQ
452200.KQ,민테크,KR7452200009,KOSDAQ
206640.KQ,바디텍메드,KR7206640005,KOSDAQ
018700.KQ,바른손,KR7018700005,KOSDAQ
035620.KQ,바른손이앤에이,KR7035620004,KOSDAQ
053030.KQ,바이넥스,KR7053030003,KOSDAQ
301300.KQ,바이브컴퍼니,KR7301300000,KOSDAQ
377740.KS,바이오노트,KR7377740006,KOSPI
064550.KQ,바이오니아,KR7064550007,KOSDAQ
314930.KQ,바이오다인,KR7314930009,KOSDAQ
489460.KQ,바이오비쥬,KR7489460006,KOSDAQ
086820.KQ,바이오솔루션,KR7086820008,KOSDAQ
038460.KQ,바이오스마트,KR7038460002,KOSDAQ
251120.KQ,바이오에프디엔씨,KR7251120002,KOSDAQ
199730.KQ,바이오인프라,KR7199730003,KOSDAQ
086040.KQ,바이오톡스텍,KR7086040003,KOSDAQ
188040.KQ,바이오포트,KR7188040000,KOSDAQ
099430.KQ,바이오플러스,KR7099430001,KOSDAQ
032980.KQ,바이온,KR7032980005,KOSDAQ
308080.KQ,바이젠셀,KR7308080001,KOSDAQ
043150.KQ,바텍,KR7043150002,KOSDAQ
323990.KQ,박셀바이오,KR7323990002,KOSDAQ
003610.KS,방림,KR7003610003,KOSPI
267790.KQ,배럴,KR7267790004,KOSDAQ
046310.KQ,백금T&A,KR7046310009,KOSDAQ
035150.KS,백산,KR7035150002,KOSPI
331520.KQ,밸로프,KR7331520007,KOSDAQ
199480.KQ,뱅크웨어글로벌,KR7199480005,KOSDAQ
438700.KQ,버넥트,KR7438700007,KOSDAQ
066410.KQ,버킷스튜디오,KR7066410002,KOSDAQ
002410.KS,범양건영,KR7002410009,KOSPI
382900.KQ,범한퓨얼셀,KR7382900009,KOSDAQ
206400.KQ,베노티앤알,KR7206400004,KOSDAQ
019010.KQ,베뉴지,KR7019010008,KOSDAQ
177350.KQ,베셀,KR7177350006,KOSDAQ
457600.KQ,벡트,KR7457600005,KOSDAQ
424760.KQ,벨로크,KR7424760007,KOSDAQ
007210.KS,벽산,KR7007210008,KOSPI
250000.KQ,보라티알,KR7250000007,KOSDAQ
002760.KS,보락,KR7002760007,KOSPI
003850.KS,보령,KR7003850005,KOSPI
310210.KQ,보로노이,KR7310210000,KOSDAQ
006910.KQ,보성파워텍,KR7006910004,KOSDAQ
000890.KS,보해양조,KR7000890004,KOSPI
226340.KQ,본느,KR7226340008,KOSDAQ
008470.KQ,부스타,KR7008470007,KOSDAQ
003000.KS,부광약품,KR7003000007,KOSPI
001275.KS,부국증권우,KR7001271006,KOSPI
001270.KS,부국증권,KR7001270008,KOSPI
026940.KS,부국철강,KR7026940007,KOSPI
014470.KQ,부방,KR7014470009,KOSDAQ
011390.KS,부산산업,KR7011390002,KOSPI
005030.KS,부산주공,KR7005030002,KOSPI
338220.KQ,뷰노,KR7338220007,KOSDAQ
100120.KQ,뷰웍스,KR7100120005,KOSDAQ
406820.KQ,뷰티스킨,KR7406820001,KOSDAQ
099390.KQ,브레인즈컴퍼니,KR7099390007,KOSDAQ
064480.KQ,브리지텍,KR7064480007,KOSDAQ
288330.KQ,브릿지바이오테라퓨틱스,KR7288330004,KOSDAQ
365900.KQ,브이씨,KR7365900000,KOSDAQ
089970.KQ,브이엠,KR7089970008,KOSDAQ
251630.KQ,브이원텍,KR7251630000,KOSDAQ
018290.KQ,브이티,KR7018290007,KOSDAQ
478560.KQ,블랙야크아이앤씨,KR7478560006,KOSDAQ
439580.KQ,블루엠텍,KR7439580002,KOSDAQ
033560.KQ,블루콤,KR7033560004,KOSDAQ
369370.KQ,블리츠웨이엔터테인먼트,KR7369370002,KOSDAQ
126340.KQ,비나텍,KR7126340009,KOSDAQ
121800.KQ,비덴트,KR7121800007,KOSDAQ
082800.KQ,비보존 제약,KR7082800004,KOSDAQ
318410.KQ,비비씨,KR7318410008,KOSDAQ
002070.KS,비비안,KR7002070001,KOSPI
100220.KS,비상교육,KR7100220003,KOSPI
419540.KQ,비스토스,KR7419540000,KOSDAQ
146320.KQ,비씨엔씨,KR7146320007,KOSDAQ
200780.KQ,비씨월드제약,KR7200780005,KOSDAQ
413640.KQ,비아이매트릭스,KR7413640004,KOSDAQ
141000.KQ,비아트론,KR7141000000,KOSDAQ
090460.KS,비에이치,KR7090460007,KOSPI
083650.KQ,비에이치아이,KR7083650002,KOSDAQ
139050.KQ,BF랩스,KR7139050009,KOSDAQ
445360.KQ,비엔케이제1호스팩,KR7445360001,KOSDAQ
473370.KQ,비엔케이제2호스팩,KR7473370005,KOSDAQ
065170.KQ,비엘팜텍,KR7065170003,KOSDAQ
086670.KQ,비엠티,KR7086670007,KOSDAQ
335890.KQ,비올,KR7335890000,KOSDAQ
230980.KQ,비유테크놀러지,KR7230980005,KOSDAQ
126600.KQ,BGF에코머티리얼즈,KR7126600006,KOSDAQ
082920.KQ,비츠로셀,KR7082920000,KOSDAQ
054220.KQ,비츠로시스,KR7054220009,KOSDAQ
042370.KQ,비츠로테크,KR7042370007,KOSDAQ
050090.KQ,비케이홀딩스,KR7050090000,KOSDAQ
148780.KQ,비큐AI,KR7148780000,KOSDAQ
307870.KQ,비투엔,KR7307870006,KOSDAQ
377030.KQ,비트맥스,KR7377030002,KOSDAQ
032850.KQ,비트컴퓨터,KR7032850000,KOSDAQ
238200.KQ,비피도,KR7238200000,KOSDAQ
093190.KQ,빅솔론,KR7093190007,KOSDAQ
065450.KQ,빅텍,KR7065450009,KOSDAQ
044480.KQ,빌리언스,KR7044480002,KOSDAQ
005180.KS,빙그레,KR7005180005,KOSPI
069540.KQ,빛과전자,KR7069540003,KOSDAQ
072950.KQ,빛샘전자,KR7072950009,KOSDAQ
451250.KQ,삐아,KR7451250005,KOSDAQ
143240.KQ,사람인,KR7143240000,KOSDAQ
466410.KQ,사이냅소프트,KR7466410008,KOSDAQ
003960.KS,사조대림,KR7003960002,KOSPI
008040.KS,사조동아원,KR7008040008,KOSPI
007160.KS,사조산업,KR7007160005,KOSPI
014710.KS,사조씨푸드,KR7014710008,KOSPI
006090.KS,사조오양,KR7006090005,KOSPI
452430.KQ,사피엔반도체,KR7452430002,KOSDAQ
419120.KQ,산돌,KR7419120001,KOSDAQ
062040.KS,산일전기,KR7062040001,KOSPI
122350.KQ,삼기,KR7122350002,KOSDAQ
419050.KQ,삼기에너지솔루션즈,KR7419050000,KOSDAQ
014970.KQ,삼륭물산,KR7014970008,KOSDAQ
018310.KQ,삼목에스폼,KR7018310003,KOSDAQ
053700.KQ,삼보모터스,KR7053700001,KOSDAQ
009620.KQ,삼보산업,KR7009620006,KOSDAQ
023600.KQ,삼보판지,KR7023600000,KOSDAQ
001470.KS,삼부토건,KR7001470004,KOSPI
028050.KS,삼성E&A,KR7028050003,KOSPI
448730.KS,삼성FN리츠,KR7448730002,KOSPI
006405.KS,삼성SDI우,KR7006401004,KOSPI
006400.KS,삼성SDI,KR7006400006,KOSPI
006660.KS,삼성공조,KR7006660005,KOSPI
448740.KQ,삼성스팩8호,KR7448740001,KOSDAQ
028260.KS,삼성물산,KR7028260008,KOSPI
207940.KS,삼성바이오로직스,KR7207940008,KOSPI
032830.KS,삼성생명,KR7032830002,KOSPI
018260.KS,삼성에스디에스,KR7018260000,KOSPI
009155.KS,삼성전기우,KR7009151002,KOSPI
009150.KS,삼성전기,KR7009150004,KOSPI
005935.KS,삼성전자우,KR7005931001,KOSPI
005930.KS,삼성전자,KR7005930003,KOSPI
001360.KS,삼성제약,KR7001360007,KOSPI
010140.KS,삼성중공업,KR7010140002,KOSPI
016360.KS,삼성증권,KR7016360000,KOSPI
068290.KS,삼성출판사,KR7068290006,KOSPI
029780.KS,삼성카드,KR7029780004,KOSPI
000815.KS,삼성화재우,KR7000811000,KOSPI
000810.KS,삼성화재,KR7000810002,KOSPI
006110.KS,삼아알미늄,KR7006110001,KOSPI
009300.KQ,삼아제약,KR7009300005,KOSDAQ
145995.KS,삼양사우,KR7145991006,KOSPI
145990.KS,삼양사,KR7145990008,KOSPI
003230.KS,삼양식품,KR7003230000,KOSPI
482630.KQ,삼양엔씨켐,KR7482630001,KOSDAQ
036670.KQ,삼양케이씨아이,KR7036670008,KOSDAQ
002170.KS,삼양통상,KR7002170009,KOSPI
272550.KS,삼양패키징,KR7272550005,KOSPI
000075.KS,삼양홀딩스우,KR7000071001,KOSPI
000070.KS,삼양홀딩스,KR7000070003,KOSPI
060310.KQ,3S,KR7060310000,KOSDAQ
002810.KS,삼영무역,KR7002810000,KOSPI
003720.KS,삼영,KR7003720000,KOSPI
361670.KQ,삼영에스앤씨,KR7361670003,KOSDAQ
054540.KQ,삼영엠텍,KR7054540000,KOSDAQ
065570.KQ,삼영이엔씨,KR7065570004,KOSDAQ
005680.KS,삼영전자,KR7005680004,KOSPI
023000.KS,삼원강재,KR7023000003,KOSPI
004380.KS,삼익THK,KR7004380002,KOSPI
002450.KS,삼익악기,KR7002450005,KOSPI
032280.KQ,삼일,KR7032280000,KOSDAQ
002290.KQ,삼일기업공사,KR7002290005,KOSDAQ
004440.KS,삼일씨엔에스,KR7004440004,KOSPI
000520.KS,삼일제약,KR7000520007,KOSPI
009770.KS,삼정펄프,KR7009770009,KOSPI
037460.KQ,삼지전자,KR7037460003,KOSDAQ
032750.KQ,삼진,KR7032750002,KOSDAQ
054090.KQ,삼진엘앤디,KR7054090006,KOSDAQ
005500.KS,삼진제약,KR7005500004,KOSPI
000250.KQ,삼천당제약,KR7000250001,KOSDAQ
004690.KS,삼천리,KR7004690004,KOSPI
024950.KQ,삼천리자전거,KR7024950008,KOSDAQ
038500.KQ,삼표시멘트,KR7038500005,KOSDAQ
437730.KQ,삼현,KR7437730005,KOSDAQ
017480.KQ,삼현철강,KR7017480005,KOSDAQ
010960.KS,삼호개발,KR7010960003,KOSPI
046390.KQ,삼화네트웍스,KR7046390001,KOSDAQ
004450.KS,삼화왕관,KR7004450003,KOSPI
009470.KS,삼화전기,KR7009470006,KOSPI
011230.KS,삼화전자,KR7011230000,KOSPI
001820.KS,삼화콘덴서,KR7001820000,KOSPI
000390.KS,삼화페인트,KR7000390005,KOSPI
027580.KQ,상보,KR7027580000,KOSDAQ
038540.KQ,상상인,KR7038540001,KOSDAQ
452670.KQ,상상인제4호스팩,KR7452670003,KOSDAQ
001290.KS,상상인증권,KR7001290006,KOSPI
041650.KS,상신브레이크,KR7041650003,KOSPI
091580.KQ,상신이디피,KR7091580001,KOSDAQ
263810.KQ,상신전자,KR7263810004,KOSDAQ
089980.KQ,상아프론테크,KR7089980007,KOSDAQ
042940.KQ,상지건설,KR7042940007,KOSDAQ
042600.KQ,새로닉스,KR7042600007,KOSDAQ
075180.KS,새론오토모티브,KR7075180000,KOSPI
107600.KQ,새빗켐,KR7107600009,KOSDAQ
411080.KQ,샌즈랩,KR7411080005,KOSDAQ
252990.KQ,샘씨엔에스,KR7252990007,KOSDAQ
007540.KS,샘표,KR7007540008,KOSPI
248170.KS,샘표식품,KR7248170003,KOSPI
378800.KQ,샤페론,KR7378800007,KOSDAQ
294630.KQ,서남,KR7294630009,KOSDAQ
038070.KQ,서린바이오,KR7038070009,KOSDAQ
006730.KQ,서부T&D,KR7006730006,KOSDAQ
079650.KQ,서산,KR7079650008,KOSDAQ
100660.KQ,서암기계공업,KR7100660000,KOSDAQ
007860.KS,서연,KR7007860000,KOSPI
200880.KS,서연이화,KR7200880003,KOSPI
019770.KQ,서연탑메탈,KR7019770007,KOSDAQ
017390.KS,서울가스,KR7017390006,KOSPI
043710.KQ,서울리거,KR7043710003,KOSDAQ
092190.KQ,서울바이오시스,KR7092190008,KOSDAQ
031210.KS,서울보증보험,KR7031210008,KOSPI
004415.KS,서울식품우,KR7004411005,KOSPI
004410.KS,서울식품,KR7004410007,KOSPI
063170.KQ,서울옥션,KR7063170005,KOSDAQ
027040.KQ,서울전자통신,KR7027040005,KOSDAQ
018680.KQ,서울제약,KR7018680009,KOSDAQ
036120.KQ,서울평가정보,KR7036120004,KOSDAQ
021050.KS,서원,KR7021050000,KOSPI
093920.KQ,서원인텍,KR7093920007,KOSDAQ
189860.KQ,서전기전,KR7189860000,KOSDAQ
178320.KQ,서진시스템,KR7178320008,KOSDAQ
122690.KQ,서진오토모티브,KR7122690001,KOSDAQ
140070.KQ,서플러스글로벌,KR7140070004,KOSDAQ
011370.KQ,서한,KR7011370004,KOSDAQ
065710.KQ,서호전기,KR7065710006,KOSDAQ
008490.KS,서흥,KR7008490005,KOSPI
035890.KQ,서희건설,KR7035890003,KOSDAQ
357550.KQ,석경에이티,KR7357550003,KOSDAQ
003100.KQ,선광,KR7003100005,KOSDAQ
007610.KS,선도전기,KR7007610009,KOSPI
067370.KQ,선바이오,KR7067370007,KOSDAQ
217620.KQ,선샤인푸드,KR7217620004,KOSDAQ
002820.KS,SUN&L,KR7002820009,KOSPI
171090.KQ,선익시스템,KR7171090004,KOSDAQ
136490.KS,선진,KR7136490000,KOSPI
086710.KQ,선진뷰티사이언스,KR7086710001,KOSDAQ
014620.KQ,성광벤드,KR7014620009,KOSDAQ
037350.KQ,성도이엔지,KR7037350006,KOSDAQ
014915.KS,성문전자우,KR7014911002,KOSPI
014910.KS,성문전자,KR7014910004,KOSPI
004985.KS,성신양회우,KR7004981007,KOSPI
004980.KS,성신양회,KR7004980009,KOSPI
011300.KS,성안머티리얼스,KR7011300001,KOSPI
458650.KQ,성우,KR7458650009,KOSDAQ
081580.KQ,성우전자,KR7081580003,KOSDAQ
045300.KQ,성우테크론,KR7045300001,KOSDAQ
015750.KQ,성우하이텍,KR7015750003,KOSDAQ
365340.KQ,성일하이텍,KR7365340009,KOSDAQ
000180.KS,성창기업지주,KR7000180000,KOSPI
080470.KQ,성창오토텍,KR7080470008,KOSDAQ
043260.KQ,성호전자,KR7043260009,KOSDAQ
148150.KQ,세경하이테크,KR7148150006,KOSDAQ
002420.KS,세기상사,KR7002420008,KOSPI
188260.KQ,세니젠,KR7188260004,KOSDAQ
053060.KQ,세동,KR7053060000,KOSDAQ
340440.KQ,세림B&G,KR7340440007,KOSDAQ
017510.KQ,세명전기,KR7017510009,KOSDAQ
004365.KS,세방우,KR7004361002,KOSPI
004360.KS,세방,KR7004360004,KOSPI
004490.KS,세방전지,KR7004490009,KOSPI
011560.KQ,세보엠이씨,KR7011560000,KOSDAQ
396300.KQ,세아메카닉스,KR7396300006,KOSDAQ
001430.KS,세아베스틸지주,KR7001430008,KOSPI
306200.KS,세아제강,KR7306200007,KOSPI
003030.KS,세아제강지주,KR7003030004,KOSPI
019440.KS,세아특수강,KR7019440007,KOSPI
058650.KS,세아홀딩스,KR7058650003,KOSPI
013000.KS,세우글로벌,KR7013000005,KOSPI
100700.KQ,세운메디칼,KR7100700004,KOSDAQ
024830.KQ,세원물산,KR7024830002,KOSDAQ
091090.KS,세원이앤씨,KR7091090001,KOSPI
021820.KS,세원정공,KR7021820006,KOSPI
067830.KS,세이브존I&C,KR7067830000,KOSPI
258830.KQ,세종메디칼,KR7258830009,KOSDAQ
036630.KQ,세종텔레콤,KR7036630002,KOSDAQ
039310.KQ,세중,KR7039310008,KOSDAQ
075580.KS,세진중공업,KR7075580001,KOSPI
067770.KQ,세진티에스,KR7067770008,KOSDAQ
053450.KQ,세코닉스,KR7053450003,KOSDAQ
222810.KQ,세토피아,KR7222810004,KOSDAQ
252500.KQ,세화피앤씨,KR7252500004,KOSDAQ
321370.KQ,센서뷰,KR7321370009,KOSDAQ
347000.KQ,센코,KR7347000002,KOSDAQ
331920.KQ,셀레믹스,KR7331920009,KOSDAQ
352770.KQ,셀레스트라,KR7352770002,KOSDAQ
471820.KQ,셀로맥스사이언스,KR7471820001,KOSDAQ
049180.KQ,셀루메드,KR7049180003,KOSDAQ
299660.KQ,셀리드,KR7299660001,KOSDAQ
108860.KQ,셀바스AI,KR7108860008,KOSDAQ
208370.KQ,셀바스헬스케어,KR7208370007,KOSDAQ
318160.KQ,셀바이오휴먼텍,KR7318160009,KOSDAQ
308430.KQ,셀비온,KR7308430008,KOSDAQ
068270.KS,셀트리온,KR7068270008,KOSPI
068760.KQ,셀트리온제약,KR7068760008,KOSDAQ
068940.KQ,셀피글로벌,KR7068940006,KOSDAQ
007720.KQ,소노스퀘어,KR7007720006,KOSDAQ
060230.KQ,소니드,KR7060230000,KOSDAQ
290690.KQ,소룩스,KR7290690007,KOSDAQ
950200.KQ,소마젠,KR8840150005,KOSDAQ
032680.KQ,소프트센,KR7032680001,KOSDAQ
032685.KQ,소프트센우,KR7032681009,KOSDAQ
258790.KQ,소프트캠프,KR7258790005,KOSDAQ
066910.KQ,손오공,KR7066910001,KOSDAQ
215090.KQ,솔디펜스,KR7215090002,KOSDAQ
336370.KS,솔루스첨단소재,KR7336370002,KOSPI
248070.KS,솔루엠,KR7248070005,KOSPI
035610.KQ,솔본,KR7035610005,KOSDAQ
304100.KQ,솔트룩스,KR7304100001,KOSDAQ
328380.KQ,솔트웨어,KR7328380001,KOSDAQ
004430.KS,송원산업,KR7004430005,KOSPI
086980.KQ,쇼박스,KR7086980000,KOSDAQ
017550.KS,수산세보틱스,KR7017550005,KOSPI
050960.KQ,수산아이앤티,KR7050960004,KOSDAQ
126720.KS,수산인더스트리,KR7126720002,KOSPI
084180.KQ,수성웹툰,KR7084180009,KOSDAQ
253840.KQ,수젠텍,KR7253840003,KOSDAQ
