ticker,stock_name,isin_code,market_type
298830.KQ,슈어소프트테크,KR7298830001,KOSDAQ
236200.KQ,슈프리마,KR7236200002,KOSDAQ
094840.KQ,슈프리마에이치큐,KR7094840006,KOSDAQ
192440.KQ,슈피겐코리아,KR7192440006,KOSDAQ
424960.KQ,스마트레이더시스템,KR7424960003,KOSDAQ
099440.KQ,스맥,KR7099440000,KOSDAQ
357880.KQ,SKAI,KR7357880004,KOSDAQ
276040.KQ,스코넥,KR7276040003,KOSDAQ
204210.KS,스타에스엠리츠,KR7204210009,KOSPI
060240.KQ,스타코링크,KR7060240009,KOSDAQ
115570.KQ,스타플렉스,KR7115570004,KOSDAQ
330730.KQ,스톤브릿지벤처스,KR7330730003,KOSDAQ
352090.KQ,스톰테크,KR7352090005,KOSDAQ
204630.KQ,스튜디오산타클로스,KR7204630008,KOSDAQ
408900.KQ,스튜디오미르,KR7408900009,KOSDAQ
415380.KQ,스튜디오삼익,KR7415380005,KOSDAQ
026890.KS,스틱인베스트먼트,KR7026890004,KOSPI
013810.KQ,스페코,KR7013810007,KOSDAQ
347700.KQ,스피어,KR7347700007,KOSDAQ
049830.KQ,승일,KR7049830003,KOSDAQ
020710.KQ,시공테크,KR7020710000,KOSDAQ
033170.KQ,시그네틱스,KR7033170002,KOSDAQ
048870.KQ,시너지이노베이션,KR7048870000,KOSDAQ
025320.KQ,시노펙스,KR7025320003,KOSDAQ
134790.KS,시디즈,KR7134790005,KOSPI
340810.KQ,시선AI,KR7340810001,KOSDAQ
269620.KQ,시스웍,KR7269620001,KOSDAQ
000480.KS,CR홀딩스,KR7000480004,KOSPI
056090.KQ,시지메드텍,KR7056090004,KOSDAQ
429270.KQ,시지트로닉스,KR7429270002,KOSDAQ
418250.KQ,시큐레터,KR7418250007,KOSDAQ
131090.KQ,시큐브,KR7131090003,KOSDAQ
462870.KS,시프트업,KR7462870007,KOSPI
016590.KS,신대양제지,KR7016590002,KOSPI
290520.KQ,신도기연,KR7290520006,KOSDAQ
029530.KS,신도리코,KR7029530003,KOSPI
004970.KS,신라교역,KR7004970000,KOSPI
001000.KQ,신라섬유,KR7001000009,KOSDAQ
025870.KQ,신라에스지,KR7025870007,KOSDAQ
215600.KQ,신라젠,KR7215600008,KOSDAQ
065350.KQ,신성델타테크,KR7065350001,KOSDAQ
416180.KQ,신성에스티,KR7416180008,KOSDAQ
011930.KS,신성이엔지,KR7011930005,KOSPI
005390.KS,신성통상,KR7005390000,KOSPI
004170.KS,신세계,KR7004170007,KOSPI
035510.KS,신세계 I&C,KR7035510007,KOSPI
031430.KS,신세계인터내셔날,KR7031430002,KOSPI
031440.KS,신세계푸드,KR7031440001,KOSPI
006880.KS,신송홀딩스,KR7006880009,KOSPI
162300.KQ,신스틸,KR7162300008,KOSDAQ
290560.KQ,신시웨이,KR7290560002,KOSDAQ
002800.KQ,신신제약,KR7002800001,KOSDAQ
005800.KS,신영와코루,KR7005800008,KOSPI
001720.KS,신영증권,KR7001720002,KOSPI
472220.KQ,신영스팩10호,KR7472220003,KOSDAQ
430220.KQ,신영스팩8호,KR7430220004,KOSDAQ
445970.KQ,신영스팩9호,KR7445970007,KOSDAQ
009270.KS,신원,KR7009270000,KOSPI
017000.KQ,신원종합개발,KR7017000001,KOSDAQ
002700.KS,신일전자,KR7002700003,KOSPI
012790.KQ,신일제약,KR7012790002,KOSDAQ
138070.KQ,신진에스엠,KR7138070008,KOSDAQ
226330.KQ,신테카바이오,KR7226330009,KOSDAQ
002870.KS,신풍,KR7002870004,KOSPI
019175.KS,신풍제약우,KR7019171008,KOSPI
019170.KS,신풍제약,KR7019170000,KOSPI
481850.KS,신한글로벌액티브리츠,KR7481850006,KOSPI
055550.KS,신한지주,KR7055550008,KOSPI
404990.KS,신한서부티엔디리츠,KR7404990004,KOSPI
293940.KS,신한알파리츠,KR7293940003,KOSPI
452980.KQ,신한제11호스팩,KR7452980006,KOSDAQ
474660.KQ,신한제12호스팩,KR7474660008,KOSDAQ
474930.KQ,신한제13호스팩,KR7474930005,KOSDAQ
487360.KQ,신한제14호스팩,KR7487360000,KOSDAQ
487830.KQ,신한제15호스팩,KR7487830002,KOSDAQ
496070.KQ,신한제16호스팩,KR7496070004,KOSDAQ
056700.KQ,신화인터텍,KR7056700008,KOSDAQ
187270.KQ,신화콘텍,KR7187270004,KOSDAQ
004080.KS,신흥,KR7004080008,KOSPI
243840.KQ,신흥에스이씨,KR7243840006,KOSDAQ
257720.KQ,실리콘투,KR7257720003,KOSDAQ
036710.KQ,심텍홀딩스,KR7036710002,KOSDAQ
444530.KQ,심플랫폼,KR7444530000,KOSDAQ
234030.KQ,싸이닉솔루션,KR7234030005,KOSDAQ
160980.KQ,싸이맥스,KR7160980009,KOSDAQ
356890.KQ,싸이버원,KR7356890004,KOSDAQ
217330.KQ,싸이토젠,KR7217330000,KOSDAQ
102280.KS,쌍방울,KR7102280005,KOSPI
004770.KS,써니전자,KR7004770004,KOSPI
208640.KQ,썸에이지,KR7208640003,KOSDAQ
222420.KQ,쎄노텍,KR7222420002,KOSDAQ
037760.KQ,쎄니트,KR7037760006,KOSDAQ
081180.KQ,쎄크,KR7081180002,KOSDAQ
099320.KQ,쎄트렉아이,KR7099320004,KOSDAQ
049960.KQ,쎌바이오텍,KR7049960008,KOSDAQ
088280.KQ,쏘닉스,KR7088280003,KOSDAQ
403550.KS,쏘카,KR7403550007,KOSPI
050890.KQ,쏠리드,KR7050890003,KOSDAQ
394800.KQ,쓰리빌리언,KR7394800007,KOSDAQ
177900.KQ,쓰리에이로직스,KR7177900008,KOSDAQ
475400.KQ,씨메스,KR7475400008,KOSDAQ
109670.KQ,씨싸이트,KR7109670000,KOSDAQ
066790.KQ,씨씨에스,KR7066790007,KOSDAQ
004920.KS,씨아이테크,KR7004920005,KOSPI
352480.KQ,씨앤씨인터내셔널,KR7352480008,KOSDAQ
264660.KQ,씨앤지하이테크,KR7264660002,KOSDAQ
352700.KQ,씨앤투스,KR7352700009,KOSDAQ
056730.KQ,CNT85,KR7056730005,KOSDAQ
458870.KQ,씨어스테크놀로지,KR7458870003,KOSDAQ
065770.KQ,CS,KR7065770000,KOSDAQ
297090.KQ,씨에스베어링,KR7297090003,KOSDAQ
083660.KQ,CSA 코스믹,KR7083660001,KOSDAQ
112610.KS,씨에스윈드,KR7112610001,KOSPI
900120.KQ,씨엑스아이,KYG2114A1094,KOSDAQ
359090.KQ,씨엔알리서치,KR7359090008,KOSDAQ
115530.KQ,씨엔플러스,KR7115530008,KOSDAQ
115480.KQ,씨유메디칼,KR7115480006,KOSDAQ
376290.KQ,씨유테크,KR7376290003,KOSDAQ
189330.KQ,씨이랩,KR7189330004,KOSDAQ
000120.KS,CJ대한통운,KR7000120006,KOSPI
311690.KQ,CJ 바이오사이언스,KR7311690002,KOSDAQ
079160.KS,CJ CGV,KR7079160008,KOSPI
097955.KS,CJ제일제당 우,KR7097951008,KOSPI
097950.KS,CJ제일제당,KR7097950000,KOSPI
051500.KQ,CJ프레시웨이,KR7051500007,KOSDAQ
096530.KQ,씨젠,KR7096530001,KOSDAQ
083790.KQ,CG인바이츠,KR7083790006,KOSDAQ
480370.KS,씨케이솔루션,KR7480370006,KOSPI
101240.KQ,씨큐브,KR7101240000,KOSDAQ
060590.KQ,씨티씨바이오,KR7060590007,KOSDAQ
308170.KS,씨티알모빌리티,KR7308170000,KOSPI
260930.KQ,씨티케이,KR7260930003,KOSDAQ
413630.KQ,씨피시스템,KR7413630005,KOSDAQ
013990.KQ,아가방컴퍼니,KR7013990007,KOSDAQ
123860.KQ,아나패스,KR7123860009,KOSDAQ
025980.KQ,아난티,KR7025980004,KOSDAQ
008700.KS,아남전자,KR7008700007,KOSPI
125210.KQ,아모그린텍,KR7125210005,KOSDAQ
090435.KS,아모레퍼시픽우,KR7090431008,KOSPI
090430.KS,아모레퍼시픽,KR7090430000,KOSPI
002795.KS,아모레퍼시픽홀딩스우,KR7002791002,KOSPI
002790.KS,아모레퍼시픽홀딩스,KR7002790004,KOSPI
052710.KQ,아모텍,KR7052710001,KOSDAQ
074430.KQ,아미노로직스,KR7074430000,KOSDAQ
092040.KQ,아미코젠,KR7092040005,KOSDAQ
083930.KQ,아바코,KR7083930008,KOSDAQ
149950.KQ,아바텍,KR7149950008,KOSDAQ
036010.KQ,아비코전자,KR7036010007,KOSDAQ
002030.KS,아세아,KR7002030005,KOSPI
183190.KS,아세아시멘트,KR7183190008,KOSPI
002310.KS,아세아제지,KR7002310001,KOSPI
050860.KQ,아세아텍,KR7050860006,KOSDAQ
012170.KS,아센디오,KR7012170007,KOSPI
136410.KQ,아셈스,KR7136410008,KOSDAQ
246720.KQ,아스타,KR7246720007,KOSDAQ
450950.KQ,아스테라시스,KR7450950001,KOSDAQ
067390.KQ,아스트,KR7067390005,KOSDAQ
159010.KQ,아스플로,KR7159010008,KOSDAQ
127710.KQ,아시아경제,KR7127710002,KOSDAQ
267850.KS,아시아나IDT,KR7267850006,KOSPI
020560.KS,아시아나항공,KR7020560009,KOSPI
227610.KQ,아우딘퓨쳐스,KR7227610003,KOSDAQ
331740.KQ,아우토크립트,KR7331740001,KOSDAQ
143160.KQ,아이디스,KR7143160000,KOSDAQ
054800.KQ,아이디스홀딩스,KR7054800008,KOSDAQ
332370.KQ,아이디피,KR7332370006,KOSDAQ
066430.KQ,아이로보틱스,KR7066430000,KOSDAQ
122900.KS,아이마켓코리아,KR7122900004,KOSPI
339950.KQ,아이비김영,KR7339950008,KOSDAQ
469750.KQ,아이비젼웍스,KR7469750004,KOSDAQ
442770.KQ,IBKS제21호스팩,KR7442770004,KOSDAQ
448760.KQ,IBKS제22호스팩,KR7448760009,KOSDAQ
467930.KQ,IBKS제23호스팩,KR7467930004,KOSDAQ
469480.KQ,IBKS제24호스팩,KR7469480008,KOSDAQ
460470.KQ,아이빔테크놀로지,KR7460470008,KOSDAQ
099190.KQ,아이센스,KR7099190001,KOSDAQ
461300.KQ,아이스크림미디어,KR7461300006,KOSDAQ
289010.KQ,아이스크림에듀,KR7289010001,KOSDAQ
214430.KQ,아이쓰리시스템,KR7214430001,KOSDAQ
040910.KQ,아이씨디,KR7040910002,KOSDAQ
368600.KQ,아이씨에이치,KR7368600003,KOSDAQ
456010.KQ,아이씨티케이,KR7456010008,KOSDAQ
052860.KQ,아이앤씨,KR7052860004,KOSDAQ
464500.KQ,아이언디바이스,KR7464500008,KOSDAQ
010780.KS,아이에스동서,KR7010780005,KOSPI
212710.KQ,아이에스티이,KR7212710008,KOSDAQ
038880.KQ,아이에이,KR7038880001,KOSDAQ
307180.KQ,아이엘,KR7307180000,KOSDAQ
101390.KQ,아이엠,KR7101390003,KOSDAQ
139130.KS,iM금융지주,KR7139130009,KOSPI
461030.KQ,아이엠비디엑스,KR7461030009,KOSDAQ
052220.KQ,iMBC,KR7052220001,KOSDAQ
451220.KQ,아이엠티,KR7451220008,KOSDAQ
090150.KQ,아이윈,KR7090150004,KOSDAQ
123010.KQ,아이윈플러스,KR7123010001,KOSDAQ
031310.KQ,아이즈비전,KR7031310006,KOSDAQ
462980.KQ,아이지넷,KR7462980004,KOSDAQ
185490.KQ,아이진,KR7185490000,KOSDAQ
059100.KQ,아이컴포넌트,KR7059100008,KOSDAQ
262840.KQ,아이퀘스트,KR7262840002,KOSDAQ
175250.KQ,아이큐어,KR7175250000,KOSDAQ
052460.KQ,아이크래프트,KR7052460003,KOSDAQ
119830.KQ,아이텍,KR7119830008,KOSDAQ
052770.KQ,아이톡시,KR7052770005,KOSDAQ
124500.KQ,아이티센글로벌,KR7124500000,KOSDAQ
031820.KS,아이티센씨티에스,KR7031820004,KOSPI
010280.KQ,아이티센엔텍,KR7010280006,KOSDAQ
232830.KQ,아이티센피엔에스,KR7232830000,KOSDAQ
372800.KQ,아이티아이즈,KR7372800003,KOSDAQ
114840.KQ,아이패밀리에스씨,KR7114840002,KOSDAQ
139990.KS,아주스틸,KR7139990006,KOSPI
027360.KQ,아주IB투자,KR7027360007,KOSDAQ
032080.KQ,아즈텍WB,KR7032080004,KOSDAQ
013310.KQ,아진산업,KR7013310008,KOSDAQ
059120.KQ,아진엑스텍,KR7059120006,KOSDAQ
009320.KS,아진전자부품,KR7009320003,KOSPI
203690.KQ,아크솔루션스,KR7203690003,KOSDAQ
158430.KQ,아톤,KR7158430009,KOSDAQ
200350.KQ,아티스트스튜디오,KR7200350007,KOSDAQ
321820.KQ,아티스트컴퍼니,KR7321820003,KOSDAQ
001540.KQ,안국약품,KR7001540004,KOSDAQ
053800.KQ,안랩,KR7053800009,KOSDAQ
065660.KQ,안트로젠,KR7065660003,KOSDAQ
297570.KQ,알로이스,KR7297570004,KOSDAQ
001780.KS,알루코,KR7001780006,KOSPI
260660.KQ,알리코제약,KR7260660006,KOSDAQ
354320.KQ,알멕,KR7354320004,KOSDAQ
361570.KQ,알비더블유,KR7361570005,KOSDAQ
131370.KQ,알서포트,KR7131370009,KOSDAQ
140670.KQ,알에스오토메이션,KR7140670001,KOSDAQ
327260.KQ,RF머트리얼즈,KR7327260006,KOSDAQ
096610.KQ,알에프세미,KR7096610001,KOSDAQ
474610.KQ,RF시스템즈,KR7474610003,KOSDAQ
218410.KQ,RFHIC,KR7218410009,KOSDAQ
061040.KQ,알에프텍,KR7061040002,KOSDAQ
148250.KQ,알엔투테크놀로지,KR7148250004,KOSDAQ
347860.KQ,알체라,KR7347860009,KOSDAQ
123750.KQ,알톤,KR7123750002,KOSDAQ
085810.KQ,알티캐스트,KR7085810000,KOSDAQ
043100.KQ,알파녹스,KR7043100007,KOSDAQ
117670.KQ,알파칩스,KR7117670000,KOSDAQ
314140.KQ,알피바이오,KR7314140005,KOSDAQ
291650.KQ,압타머사이언스,KR7291650000,KOSDAQ
293780.KQ,압타바이오,KR7293780003,KOSDAQ
018250.KS,애경산업,KR7018250001,KOSPI
161000.KS,애경케미칼,KR7161000005,KOSPI
310200.KQ,애니플러스,KR7310200001,KOSDAQ
179530.KQ,애드바이오텍,KR7179530001,KOSDAQ
900100.KQ,애머릿지,USU652221081,KOSDAQ
052790.KQ,액토즈소프트,KR7052790003,KOSDAQ
290740.KQ,액트로,KR7290740000,KOSDAQ
238090.KQ,앤디포스,KR7238090005,KOSDAQ
092600.KQ,앤씨앤,KR7092600006,KOSDAQ
129890.KQ,앱코,KR7129890000,KOSDAQ
174900.KQ,앱클론,KR7174900001,KOSDAQ
270520.KQ,앱트뉴로사이언스,KR7270520000,KOSDAQ
255440.KQ,야스,KR7255440000,KOSDAQ
030960.KQ,양지사,KR7030960009,KOSDAQ
102120.KQ,어보브반도체,KR7102120003,KOSDAQ
238120.KQ,얼라인드,KR7238120000,KOSDAQ
019990.KQ,에너토크,KR7019990001,KOSDAQ
011090.KS,에넥스,KR7011090008,KOSPI
435570.KQ,에르코스,KR7435570007,KOSDAQ
270660.KQ,에브리봇,KR7270660004,KOSDAQ
038680.KQ,에스넷,KR7038680005,KOSDAQ
137310.KS,에스디바이오센서,KR7137310009,KOSPI
217480.KQ,에스디생명공학,KR7217480003,KOSDAQ
121890.KQ,에스디시스템,KR7121890008,KOSDAQ
099220.KQ,SDN,KR7099220006,KOSDAQ
304360.KQ,에스바이오메딕스,KR7304360001,KOSDAQ
289080.KQ,SV인베스트먼트,KR7289080004,KOSDAQ
389500.KQ,에스비비테크,KR7389500000,KOSDAQ
003080.KS,SB성보,KR7003080009,KOSPI
019550.KQ,SBI인베스트먼트,KR7019550003,KOSDAQ
034120.KS,SBS,KR7034120006,KOSPI
042110.KQ,에스씨디,KR7042110007,KOSDAQ
246960.KQ,SCL사이언스,KR7246960009,KOSDAQ
298060.KQ,에스씨엠생명과학,KR7298060005,KOSDAQ
065420.KQ,에스아이리소스,KR7065420002,KOSDAQ
103230.KQ,에스앤더블류,KR7103230009,KOSDAQ
260970.KQ,에스앤디,KR7260970009,KOSDAQ
101490.KQ,에스앤에스텍,KR7101490001,KOSDAQ
095910.KQ,에스에너지,KR7095910006,KOSDAQ
275630.KQ,에스에스알,KR7275630002,KOSDAQ
419530.KQ,SAMG엔터,KR7419530001,KOSDAQ
031330.KQ,에스에이엠티,KR7031330004,KOSDAQ
060540.KQ,에스에이티,KR7060540002,KOSDAQ
036540.KQ,SFA반도체,KR7036540003,KOSDAQ
091340.KQ,S&K폴리텍,KR7091340000,KOSDAQ
005850.KS,에스엘,KR7005850003,KOSPI
246250.KQ,에스엘에스바이오,KR7246250005,KOSDAQ
063440.KQ,SM Life Design,KR7063440002,KOSDAQ
010580.KS,에스엠벡셀,KR7010580009,KOSPI
460870.KQ,에스엠씨지,KR7460870009,KOSDAQ
048550.KQ,SM C&C,KR7048550008,KOSDAQ
007820.KQ,에스엠코어,KR7007820004,KOSDAQ
464080.KQ,에스오에스랩,KR7464080001,KOSDAQ
109610.KQ,에스와이,KR7109610006,KOSDAQ
365330.KQ,에스와이스틸텍,KR7365330000,KOSDAQ
012750.KS,에스원,KR7012750006,KOSPI
019590.KQ,에스유앤피,KR7019590009,KOSDAQ
306040.KQ,에스제이그룹,KR7306040007,KOSDAQ
033530.KS,SJG세종,KR7033530007,KOSPI
004060.KS,SG세계물산,KR7004060000,KOSPI
016250.KQ,SGC E&C,KR7016250003,KOSDAQ
049470.KQ,SGA,KR7049470008,KOSDAQ
184230.KQ,SGA솔루션즈,KR7184230001,KOSDAQ
040610.KQ,SG&G,KR7040610008,KOSDAQ
255220.KQ,SG,KR7255220006,KOSDAQ
398120.KQ,에스지헬스케어,KR7398120006,KOSDAQ
006125.KS,SK디스커버리우,KR7006121008,KOSPI
006120.KS,SK디스커버리,KR7006120000,KOSPI
302440.KS,SK바이오사이언스,KR7302440003,KOSPI
326030.KS,SK바이오팜,KR7326030004,KOSPI
475150.KS,SK이터닉스,KR7475150009,KOSPI
457940.KQ,에스케이증권제10호스팩,KR7457940005,KOSDAQ
472230.KQ,에스케이증권제11호스팩,KR7472230002,KOSDAQ
473000.KQ,에스케이증권제12호스팩,KR7473000008,KOSDAQ
473950.KQ,에스케이증권제13호스팩,KR7473950004,KOSDAQ
455910.KQ,에스케이증권제9호스팩,KR7455910000,KOSDAQ
000660.KS,SK하이닉스,KR7000660001,KOSPI
475660.KQ,에스켐,KR7475660007,KOSDAQ
096630.KQ,에스코넥,KR7096630009,KOSDAQ
069510.KQ,에스텍,KR7069510006,KOSDAQ
234300.KQ,에스트래픽,KR7234300002,KOSDAQ
039440.KQ,에스티아이,KR7039440003,KOSDAQ
098660.KQ,에스티오,KR7098660004,KOSDAQ
052020.KQ,에스티큐브,KR7052020005,KOSDAQ
050760.KQ,에스폴리텍,KR7050760008,KOSDAQ
288620.KQ,에스퓨얼셀,KR7288620008,KOSDAQ
443670.KQ,에스피소프트,KR7443670005,KOSDAQ
317830.KQ,에스피시스템스,KR7317830008,KOSDAQ
058610.KQ,에스피지,KR7058610007,KOSDAQ
043340.KQ,에쎈테크,KR7043340009,KOSDAQ
023960.KS,에쓰씨엔지니어링,KR7023960008,KOSPI
163280.KQ,에어레인,KR7163280001,KOSDAQ
298690.KS,에어부산,KR7298690009,KOSPI
054630.KQ,에이디칩스,KR7054630009,KOSDAQ
200710.KQ,에이디테크놀로지,KR7200710002,KOSDAQ
475580.KQ,에이럭스,KR7475580007,KOSDAQ
096690.KQ,에이루트,KR7096690003,KOSDAQ
078520.KS,에이블씨엔씨,KR7078520004,KOSPI
298380.KQ,에이비엘바이오,KR7298380007,KOSDAQ
203400.KQ,에이비온,KR7203400007,KOSDAQ
195990.KQ,에이비프로바이오,KR7195990007,KOSDAQ
003800.KQ,에이스침대,KR7003800000,KOSDAQ
088800.KQ,에이스테크,KR7088800008,KOSDAQ
241840.KQ,에이스토리,KR7241840008,KOSDAQ
364950.KQ,에이아이코리아,KR7364950006,KOSDAQ
453860.KQ,에이에스텍,KR7453860009,KOSDAQ
312610.KQ,에이에프더블류,KR7312610009,KOSDAQ
015260.KS,에이엔피,KR7015260003,KOSPI
172670.KQ,에이엘티,KR7172670002,KOSDAQ
481070.KQ,에이유브랜즈,KR7481070001,KOSDAQ
140910.KS,에이리츠,KR7140910001,KOSPI
445090.KQ,에이직랜드,KR7445090004,KOSDAQ
039570.KS,HDC랩스,KR7039570007,KOSPI
089470.KS,HDC현대EP,KR7089470009,KOSPI
009540.KS,HD한국조선해양,KR7009540006,KOSPI
267270.KS,HD현대건설기계,KR7267270007,KOSPI
443060.KS,HD현대마린솔루션,KR7443060009,KOSPI
071970.KS,HD현대마린엔진,KR7071970008,KOSPI
010620.KS,HD현대미포,KR7010620003,KOSPI
267250.KS,HD현대,KR7267250009,KOSPI
322000.KS,HD현대에너지솔루션,KR7322000001,KOSPI
042670.KS,HD현대인프라코어,KR7042670000,KOSPI
267260.KS,HD현대일렉트릭,KR7267260008,KOSPI
329180.KS,HD현대중공업,KR7329180004,KOSPI
295310.KQ,에이치브이엠,KR7295310007,KOSDAQ
297890.KQ,HB솔루션,KR7297890006,KOSDAQ
440290.KQ,HB인베스트먼트,KR7440290005,KOSDAQ
078150.KQ,HB테크놀러지,KR7078150000,KOSDAQ
072990.KQ,에이치시티,KR7072990005,KOSDAQ
225530.KQ,HC보광산업,KR7225530005,KOSDAQ
060560.KQ,HC홈센타,KR7060560000,KOSDAQ
036640.KQ,HRS,KR7036640001,KOSDAQ
002460.KS,HS화성,KR7002460004,KOSPI
487570.KS,HS효성,KR7487570004,KOSPI
298050.KS,HS효성첨단소재,KR7298050006,KOSPI
044990.KQ,에이치엔에스하이텍,KR7044990000,KOSDAQ
028300.KQ,HLB,KR7028300002,KOSDAQ
003580.KS,HLB글로벌,KR7003580008,KOSPI
278650.KQ,HLB바이오스텝,KR7278650007,KOSDAQ
067630.KQ,HLB생명과학,KR7067630004,KOSDAQ
187420.KQ,HLB제넥스,KR7187420005,KOSDAQ
047920.KQ,HLB제약,KR7047920004,KOSDAQ
115450.KQ,HLB테라퓨틱스,KR7115450009,KOSDAQ
046210.KQ,HLB파나진,KR7046210001,KOSDAQ
196300.KQ,HLB펩,KR7196300008,KOSDAQ
239610.KQ,에이치엘사이언스,KR7239610009,KOSDAQ
036170.KQ,에이치엠넥스,KR7036170009,KOSDAQ
462020.KQ,에이치엠씨제6호스팩,KR7462020009,KOSDAQ
477340.KQ,에이치엠씨제7호스팩,KR7477340004,KOSDAQ
011200.KS,HMM,KR7011200003,KOSPI
148930.KQ,에이치와이티씨,KR7148930001,KOSDAQ
376270.KQ,에이치이엠파마,KR7376270005,KOSDAQ
044780.KQ,에이치케이,KR7044780005,KOSDAQ
357230.KQ,에이치피오,KR7357230002,KOSDAQ
355690.KQ,에이텀,KR7355690009,KOSDAQ
071670.KQ,에이테크솔루션,KR7071670004,KOSDAQ
045660.KQ,에이텍,KR7045660008,KOSDAQ
224110.KQ,에이텍모빌리티,KR7224110007,KOSDAQ
021080.KQ,에이티넘인베스트,KR7021080007,KOSDAQ
200470.KQ,에이팩트,KR7200470003,KOSDAQ
262260.KQ,에이프로,KR7262260003,KOSDAQ
003060.KS,에이프로젠바이오로직스,KR7003060001,KOSPI
007460.KS,에이프로젠,KR7007460009,KOSPI
397030.KQ,에이프릴바이오,KR7397030008,KOSDAQ
244920.KS,에이플러스에셋,KR7244920005,KOSPI
265520.KQ,AP시스템,KR7265520007,KOSDAQ
278470.KS,에이피알,KR7278470000,KOSPI
054620.KQ,APS,KR7054620000,KOSDAQ
211270.KQ,AP위성,KR7211270004,KOSDAQ
109960.KQ,AP헬스케어,KR7109960005,KOSDAQ
230240.KQ,에치에프알,KR7230240004,KOSDAQ
159910.KQ,에코글로우,KR7159910009,KOSDAQ
230360.KQ,에코마케팅,KR7230360000,KOSDAQ
038870.KQ,에코바이오,KR7038870002,KOSDAQ
097780.KQ,에코볼트,KR7097780001,KOSDAQ
448280.KQ,에코아이,KR7448280008,KOSDAQ
101360.KQ,에코앤드림,KR7101360006,KOSDAQ
128540.KQ,에코캡,KR7128540002,KOSDAQ
450080.KS,에코프로머티,KR7450080007,KOSPI
383310.KQ,에코프로에이치엔,KR7383310000,KOSDAQ
038110.KQ,에코플라스틱,KR7038110003,KOSDAQ
073540.KQ,에프알텍,KR7073540007,KOSDAQ
064850.KQ,에프앤가이드,KR7064850001,KOSDAQ
214270.KQ,FSN,KR7214270001,KOSDAQ
036810.KQ,에프에스티,KR7036810000,KOSDAQ
173940.KQ,에프엔씨엔터,KR7173940008,KOSDAQ
083500.KQ,에프엔에스테크,KR7083500009,KOSDAQ
054940.KQ,엑사이엔씨,KR7054940002,KOSDAQ
950130.KQ,엑세스바이오,KR8840090003,KOSDAQ
373110.KQ,엑셀세라퓨틱스,KR7373110006,KOSDAQ
205100.KQ,엑셈,KR7205100001,KOSDAQ
356680.KQ,엑스게이트,KR7356680009,KOSDAQ
070300.KQ,엑스큐어,KR7070300009,KOSDAQ
317770.KQ,엑스페릭스,KR7317770006,KOSDAQ
373200.KQ,엑스플러스,KR7373200005,KOSDAQ
069920.KQ,엑시온그룹,KR7069920007,KOSDAQ
092870.KQ,엑시콘,KR7092870005,KOSDAQ
019490.KS,엑시큐어하이트론,KR7019490002,KOSPI
317870.KQ,엔바이오니아,KR7317870004,KOSDAQ
067570.KQ,엔브이에이치코리아,KR7067570002,KOSDAQ
236810.KQ,엔비티,KR7236810008,KOSDAQ
333620.KQ,엔시스,KR7333620003,KOSDAQ
101400.KQ,엔시트론,KR7101400000,KOSDAQ
036570.KS,엔씨소프트,KR7036570000,KOSPI
078860.KQ,엔에스이엔엠,KR7078860004,KOSDAQ
451700.KQ,엔에이치스팩29호,KR7451700009,KOSDAQ
466910.KQ,엔에이치스팩30호,KR7466910007,KOSDAQ
481890.KQ,엔에이치스팩31호,KR7481890002,KOSDAQ
104200.KQ,NHN벅스,KR7104200001,KOSDAQ
060250.KQ,NHN KCP,KR7060250008,KOSDAQ
400760.KS,NH올원리츠,KR7400760005,KOSPI
005945.KS,NH투자증권우,KR7005941000,KOSPI
005940.KS,NH투자증권,KR7005940002,KOSPI
265740.KQ,엔에프씨,KR7265740001,KOSDAQ
053290.KQ,NE능률,KR7053290003,KOSDAQ
354200.KQ,엔젠바이오,KR7354200008,KOSDAQ
455900.KQ,엔젤로보틱스,KR7455900001,KOSDAQ
419080.KQ,엔젯,KR7419080007,KOSDAQ
208860.KQ,엔지스테크널러지,KR7208860007,KOSDAQ
183490.KQ,엔지켐생명과학,KR7183490002,KOSDAQ
085310.KS,엔케이,KR7085310001,KOSPI
182400.KQ,엔케이맥스,KR7182400002,KOSDAQ
348370.KQ,엔켐,KR7348370008,KOSDAQ
069410.KQ,엔텔스,KR7069410009,KOSDAQ
227950.KQ,엔투텍,KR7227950003,KOSDAQ
291230.KQ,엔피,KR7291230001,KOSDAQ
222160.KQ,NPX,KR7222160004,KOSDAQ
048830.KQ,엔피케이,KR7048830004,KOSDAQ
096870.KQ,엘디티,KR7096870001,KOSDAQ
900140.KS,엘브이엠씨홀딩스,KYG5307W1015,KOSPI
061970.KQ,LB세미콘,KR7061970000,KOSDAQ
309960.KQ,LB인베스트먼트,KR7309960003,KOSDAQ
290650.KQ,엘앤씨바이오,KR7290650001,KOSDAQ
066970.KS,엘앤에프,KR7066970005,KOSPI
156100.KQ,엘앤케이바이오,KR7156100000,KOSDAQ
060370.KQ,LS마린솔루션,KR7060370004,KOSDAQ
417200.KQ,LS머트리얼즈,KR7417200003,KOSDAQ
078020.KQ,LS증권,KR7078020005,KOSDAQ
322180.KQ,LS티라유텍,KR7322180001,KOSDAQ
108675.KS,LX하우시스우,KR7108671009,KOSPI
108670.KS,LX하우시스,KR7108670001,KOSPI
383800.KS,LX홀딩스,KR7383800000,KOSPI
073110.KQ,엘엠에스,KR7073110009,KOSDAQ
